ano,uf,instituto,periodo_campo,candidato_resultado,ranking_voto_bruto,ranking_pesquisa,share_voto_nominal_calculado,share_pesquisa,erro_estimativa_pp,erro_distancia_corte_pp
2010,MG,Datafolha,28-29/09,Marilda Ribeiro PSOL,6.0,5.0,0.0028008748303897,0.01282051282051282,1.001963799012312,0.1895484380021557
2010,MG,Datafolha,28-29/09,Miguel Martini PHS,5.0,6.0,0.0143123174555156,0.01282051282051282,-0.14918046350027805,-0.9615958245104324
2010,MG,Datafolha,28-29/09,Rafael Sales Pimenta PCB,7.0,7.0,0.001118617098651,0.00641025641025641,0.529163931160541,-0.28325142984961715
2010,MG,Datafolha,28-29/09,José João da Silva PSTU,10.0,8.0,0.000354604543124,0.00641025641025641,0.605565186713241,-0.20685017429691754
2010,MG,Datafolha,28-29/09,Efraim Gomes de Moura PSTU,9.0,9.0,0.000696212834962,0.00641025641025641,0.571404357529441,-0.24101100348071824
2010,MG,Datafolha,28-29/09,Miguel Martini PHS,5.0,10.0,0.0143123174555156,0.00641025641025641,-0.7902061045259191,-1.6026214655360747
2010,MG,Ibope,23-25/09,Aécio Neves PSDB,1.0,1.0,0.3948656247639862,0.46938775510204084,7.4522130338054655,4.271927447782231
2010,MG,Ibope,23-25/09,Itamar Franco PPS,2.0,2.0,0.2675168720309241,0.29931972789115646,3.180285586023235,0.0
2010,MG,Ibope,23-25/09,Fernando Pimentel PT,3.0,3.0,0.2398487403370392,0.19727891156462585,-4.256982877241336,-7.43726846326457
2010,MG,Ibope,23-25/09,Zito Vieira PCdoB,4.0,4.0,0.0776010339796645,0.02040816326530612,-5.719287071435838,-8.899572657459068
2010,MG,Ibope,23-25/09,Miguel Martini PHS,5.0,5.0,0.0143123174555156,0.013605442176870748,-0.07068752786448529,-3.250973113887717
2010,MS,Ibope,21-23/09,Delcídio do Amaral PT,1.0,1.0,0.4278757162543488,0.391304347826087,-3.657136842826181,1.5605850046635208
2010,MS,Ibope,21-23/09,Dagoberto Nogueira PDT,4.0,2.0,0.0251230433506912,0.22981366459627328,20.469062124558207,25.686783972047913
2010,MS,Ibope,21-23/09,Waldemir Moka PMDB,2.0,3.0,0.2819908830711703,0.19875776397515527,-8.323311909601506,-3.1055900621118013
2010,MS,Ibope,21-23/09,Murilo Zauith DEM,3.0,4.0,0.2650103573237896,0.18012422360248448,-8.48861337213051,-3.270891524640807
2010,MS,Ibrape,17-19/09,Delcídio do Amaral PT,1.0,1.0,0.4278757162543488,0.3878787878787879,-3.9996928375560903,1.1690924392579092
2010,MS,Ibrape,17-19/09,Dagoberto Nogueira PDT,4.0,2.0,0.0251230433506912,0.23030303030303031,20.51799869523391,25.686783972047913
2010,MS,Ibrape,17-19/09,Waldemir Moka PMDB,2.0,3.0,0.2819908830711703,0.23030303030303031,-5.168785276814,0.0
2010,MS,Ibrape,17-19/09,Murilo Zauith DEM,3.0,4.0,0.2650103573237896,0.15151515151515152,-11.349520580863807,-6.180735304049806
2010,MT,Gazeta Dados,25-26/09,Blairo Maggi PR,1.0,1.0,0.3707545738844165,0.42953020134228187,5.877562745786536,10.892371484718907
2010,MT,Gazeta Dados,25-26/09,Carlos Abicalil PT,3.0,2.0,0.1842579805217533,0.19463087248322147,1.0372891961468178,6.05209793507919
2010,MT,Gazeta Dados,25-26/09,Antero Paes de Barros PSDB,4.0,3.0,0.1192362802471008,0.18791946308724833,6.868318284014753,11.883127022947125
2010,MT,Gazeta Dados,25-26/09,Pedro Taques PDT,2.0,4.0,0.2447789598725452,0.18791946308724833,-5.685949678529687,-0.6711409395973145
2010,MT,Ibope,21-23/09,Blairo Maggi PR,1.0,1.0,0.3707545738844165,0.432258064516129,6.150349063171251,7.402438598812868
