ano,uf,pagina,url,tabela,linha,periodo_campo,instituto,margem_erro_texto,margem_erro_pp,formato,candidato_rotulo,percentual,valor_original,contexto
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,7,25/09,Data M,,,duas_mencoes_agregadas,B/N V1,31.9,"31,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,7,25/09,Data M,,,duas_mencoes_agregadas,B/N V2,31.9,"31,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Weverton (PDT),22.0,22%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Eliziane (PPS),24.0,24%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Lobão (MDB),26.0,26%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Sarney Filho (PV),20.0,20%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Zé Reinaldo (PSDB),14.0,14%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Almeida (PSDB),7.0,7%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Samoel (PSL),3.0,3%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Saulo Pinto (PSOL),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Iêgo (PCB),0.0,0%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Saulo Arcangeli (PSTU),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,Preta Lu (PSTU),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,B/N V1,21.0,21%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,8,03/10,RealTime Big Data,,,duas_mencoes_agregadas,B/N V2,19.0,19%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Weverton (PDT),36.2,"36,2%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Eliziane (PPS),34.6,"34,6%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Lobão (MDB),22.8,"22,8%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Sarney Filho (PV),20.9,"20,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Zé Reinaldo (PSDB),7.2,"7,2%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Almeida (PSDB),6.6,"6,6%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Samoel (PSL),1.5,"1,5%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Saulo Pinto (PSOL),0.1,"0,1%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Iêgo (PCB),0.6,"0,6%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Saulo Arcangeli (PSTU),0.9,"0,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,Preta Lu (PSTU),1.7,"1,7%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,B/N V1,28.7,"28,7%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,9,04/10,Data M,,,duas_mencoes_agregadas,B/N V2,28.7,"28,7%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Weverton (PDT),35.0,35%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Eliziane (PPS),34.0,34%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Lobão (MDB),23.0,23%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Sarney Filho (PV),25.0,25%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Zé Reinaldo (PSDB),10.0,10%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Almeida (PSDB),5.0,5%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Samoel (PSL),3.0,3%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Saulo Pinto (PSOL),4.0,4%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Iêgo (PCB),1.0,1%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Saulo Arcangeli (PSTU),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,Preta Lu (PSTU),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,B/N V1,12.0,12%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,10,04/10,IBOPE,,,duas_mencoes_agregadas,B/N V2,20.0,20%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Weverton (PDT),36.0,36%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Eliziane (PPS),33.0,33%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Lobão (MDB),24.0,24%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Sarney Filho (PV),21.0,21%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Zé Reinaldo (PSDB),14.0,14%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Almeida (PSDB),10.0,10%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Samoel (PSL),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Saulo Pinto (PSOL),1.0,1%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Iêgo (PCB),0.0,0%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Saulo Arcangeli (PSTU),1.0,1%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,Preta Lu (PSTU),2.0,2%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,B/N V1,30.0,30%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,11,06/10,Exata,,,duas_mencoes_agregadas,B/N V2,30.0,30%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Weverton (PDT),34.3,"34,3%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Eliziane (PPS),29.9,"29,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Lobão (MDB),15.3,"15,3%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Sarney Filho (PV),16.9,"16,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Zé Reinaldo (PSDB),6.0,"6,0%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Almeida (PSDB),4.9,"4,9%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Samoel (PSL),1.5,"1,5%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Saulo Pinto (PSOL),0.4,"0,4%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Iêgo (PCB),0.2,"0,2%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Saulo Arcangeli (PSTU),0.6,"0,6%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,Preta Lu (PSTU),0.5,"0,5%",Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,B/N V1,37.0,37%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MA,Eleições estaduais no Maranhão em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Maranh%C3%A3o_em_2018,1,12,06/10,Data Ilha,,,duas_mencoes_agregadas,B/N V2,37.0,37%,Para senador | Para governador | Pesquisas | Plano de mídia | Para senador[editar | editar código]
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Jayme (DEM),32.0,32%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Leitão (PSDB),16.0,16%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Mauro (PSOL),14.0,14%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Fávaro (PSD),13.0,13%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Arruda (PSL),12.0,12%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Maria (PCdoB),9.0,9%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Sachetti (PRB),9.0,9%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Caldas (NOVO),4.0,4%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Lopes (PSOL),4.0,4%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Carlos (REDE),2.0,2%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,MT,Eleições estaduais em Mato Grosso em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Mato_Grosso_em_2018,1,1,17/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Leite (PPL),1.0,1%,"Senado Federal | Governo do Estado | Pesquisas de intenção de voto | Deputados estaduais | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
