ano,uf,pagina,url,tabela,linha,periodo_campo,instituto,margem_erro_texto,margem_erro_pp,formato,candidato_rotulo,percentual,valor_original,contexto
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Benedita (PSTU),0.0,"0,0%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Benedita (PSTU),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Benedita (PSTU),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Benedita (PSTU),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Benedita (PSTU),1.6,"1,6%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Benedita (PSTU),1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,1,IBOPE (20 de agosto),IBOPE,,,duas_mencoes_agregadas,Anivaldo (PR) Impugnado,3.0,3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Anivaldo (PR) Impugnado,0.6,"0,6%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Anivaldo (PR) Impugnado,1.1,"1,1%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Anivaldo (PR) Impugnado,2.0,2%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Anivaldo (PR) Impugnado,2.0,2%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Anivaldo (PR) Impugnado,2.0,2%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Anivaldo (PR) Impugnado,0.0,"0,0%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Anivaldo (PR) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,1,IBOPE (20 de agosto),IBOPE,,,duas_mencoes_agregadas,Bogo (PRP),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Bogo (PRP),2.3,"2,3%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Bogo (PRP),2.1,"2,1%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Bogo (PRP),1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Bogo (PRP),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Bogo (PRP),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Bogo (PRP),2.2,"2,2%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Bogo (PRP),2.0,2%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,1,IBOPE (20 de agosto),IBOPE,,,duas_mencoes_agregadas,Ibanês (PTC) Impugnado,1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Ibanês (PTC) Impugnado,2.3,"2,3%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Ibanês (PTC) Impugnado,1.2,"1,2%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Ibanês (PTC) Impugnado,1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Ibanês (PTC) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Ibanês (PTC) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Ibanês (PTC) Impugnado,0.0,"0,0%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Ibanês (PTC) Impugnado,1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,1,IBOPE (20 de agosto),IBOPE,,,duas_mencoes_agregadas,Xaropinho (PPL),1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Xaropinho (PPL),0.9,"0,9%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Xaropinho (PPL),1.2,"1,2%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Xaropinho (PPL),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Xaropinho (PPL),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Xaropinho (PPL),0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Xaropinho (PPL),1.1,"1,1%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Xaropinho (PPL),1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Francisco (PRB) Impugnado,1.1,"1,1%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Francisco (PRB) Impugnado,1.5,"1,5%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Francisco (PRB) Impugnado,3.0,3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Francisco (PRB) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Francisco (PRB) Impugnado,2.0,2%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Francisco (PRB) Impugnado,0.0,"0,0%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Francisco (PRB) Impugnado,2.0,2%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Prado Sá (PSB) Impugnado,0.6,"0,6%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Prado Sá (PSB) Impugnado,0.0,"0,0%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Prado Sá (PSB) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Prado Sá (PSB) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Prado Sá (PSB) Impugnado,0.0,0%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Prado Sá (PSB) Impugnado,0.0,"0,0%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Prado Sá (PSB) Impugnado,1.0,1%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,1,IBOPE (20 de agosto),IBOPE,,,duas_mencoes_agregadas,Margem de erro,3.0,±3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,2,DOXA (7 de setembro),DOXA,,,nao_identificado,Margem de erro,2.25,"±2,25%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,3,DOXA (17 de setembro),DOXA,,,nao_identificado,Margem de erro,2.25,"±2,25%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,4,IBOPE (18 de setembro),IBOPE,,,duas_mencoes_agregadas,Margem de erro,3.0,±3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,5,Real Time BigData (20 de setembro),Real Time BigData,,,duas_mencoes_agregadas,Margem de erro,3.0,±3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,6,Real Time BigData (2 de outubro),Real Time BigData,,,duas_mencoes_agregadas,Margem de erro,3.0,±3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,7,DOXA (6 de outubro),DOXA,,,nao_identificado,Margem de erro,2.25,"±2,25%",Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PA,Eleições estaduais no Pará em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Par%C3%A1_em_2018,1,8,IBOPE (6 de outubro),IBOPE,,,duas_mencoes_agregadas,Margem de erro,3.0,±3%,Senado Federal | Votos Válidos | Votos totais | 2° turno | Senado Federal[editar | editar código]
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Cássio (PSDB),40.0,40%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Veneziano (PSB),34.0,34%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Couto (PT),26.0,26%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Daniella (PP),20.0,20%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Paulino (MDB),12.0,12%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Nélson (PSOL),2.0,2%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PB,Eleições estaduais na Paraíba em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Para%C3%ADba_em_2018,1,1,16/09 a 18/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Nivaldo (PSOL),2.0,2%,"Senado Federal | Governo do Estado | Primeiro turno | Pesquisas de intenção de voto | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Requião (MDB),40.0,40%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Richa (PSDB),30.0,30%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Arns (REDE),17.0,17%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Canziani (PTB),9.0,9%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Mirian (PT),4.0,4%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Nelton (PDT),1.0,1%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Oriovisto (PODE),3.0,3%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,1,22/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,NS / NR,39.0,39%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,2,04/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Requião (MDB),43.0,43%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
2018,PR,Eleições estaduais no Paraná em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Paran%C3%A1_em_2018,1,2,04/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Richa (PSDB),28.0,28%,Senador | Governo do Estado | Pesquisas de opinião | Deputados estaduais
