id_rodada,ano,uf,instituto,periodo_campo,soma_percentuais_candidatos,numero_candidatos,formato_inferido,formato_confirmado,fonte_primaria_confirmada,publicado_em,url,linha_original
2010-ES-022,2010,ES,Flexconsult,26-28/09,165.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Flexconsult 26-28/09 - Magno Malta (PR) 68%, Ricardo Ferraço (PMDB) 58,1%, Rita Camata (PSDB) 25,7%, Professor Renato (Psol) 8,8%, José Carlos Gratz (PSL) 4,4%."
2010-ES-023,2010,ES,Visão,20-22/09,169.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Visão 20-22/09 - Magno Malta (PR) 66,4%, Ricardo Ferraço (PMDB) 59,3%, Rita Camata (PSDB) 28,8%, Professor Renato (Psol) 9,4%, José Carlos Gratz (PSL) 5,1%."
2010-ES-024,2010,ES,Ibope,07-09/09,145.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 07-09/09 - Magno Malta (PR) 59%, Ricardo Ferraço (PMDB) 52%, Rita Camata (PSDB) 24%, José Carlos Gratz (PSL) 5%, Professor Renato (Psol) 5%."
2010-GO-025,2010,GO,Serpes,25-27/09,75.29,8,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Serpes 25-27/09 - Demóstenes Torres (DEM) 32,5%, Lúcia Vânia (PSDB) 22,99%, Pedro Wilson (PT) 9,7%, Adib Elias (PMDB) 4,4%, Paulo Roberto Cunha (PP) 3,6%, Elias Vaz (Psol) 1%, Rubens Donizzeti (PSTU) 0,6%, Bernardo Bispo (PCB) 0,5%."
2010-GO-026,2010,GO,Ibope,21-23/09,138.0,9,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 21-23/09 - Demóstenes Torres (DEM) 52%, Lúcia Vânia (PSDB) 39%, Pedro Wilson (PT) 18%, Adib Elias (PMDB) 11%, Renner (PP) 7%, Paulo Roberto Cunha (PP) 6%, Elias Vaz (Psol) 3%, Rubens Donizzeti (PSTU) 1%, Bernardo Bispo (PCB) 1%."
2010-GO-027,2010,GO,Ibope,07-09/09,129.0,9,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 07-09/09 - Demóstenes Torres (DEM) 49%, Lúcia Vânia (PSDB) 39%, Pedro Wilson (PT) 15%, Paulo Roberto Cunha (PP) 7%, Adib Elias (PMDB) 7%, Renner (PP) 6%, Elias Vaz (Psol) 3%, Rubens Donizzeti (PSTU) 2%, Bernardo Bispo (PCB) 1%."
2010-MA-028,2010,MA,Escutec,18-21/09,170.3,11,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Escutec 18-21/09 - Edison Lobão (PMDB) 54,8%, João Alberto 39,3%, Zé Reinaldo (PSB) 25,1%, Edson Vidigal (PSDB) 28%, Roberto Rocha (PSDB) 17,9%, Professor Adonilson (PC do B) 1,8%, Noleto (PSTU) 1,4%, Charles Vieira (PCB) 1%, Professora Socorro (Psol) 0,4%, Claudicea Durans (PSTU) 0,3%, Paulo Rios (Psol) 0,3%."
2010-MA-029,2010,MA,Ibope,14-16/09,119.0,11,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 14-16/09 - Edison Lobão (PMDB) 42%, João Alberto 33%, Zé Reinaldo (PSB) 16%, Edson Vidigal (PSDB) 11%, Roberto Rocha (PSDB) 10%, Noleto (PSTU) 2%, Charles Vieira (PCB) 1%, Claudicea Durans (PSTU) 1%, Paulo Rios (Psol) 1%, Professor Adonilson (PC do B) 1%, Professora Socorro (Psol) 1%."
2010-MA-030,2010,MA,Ibope,24-29/08,107.0,10,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 24-29/08 - Edison Lobão (PMDB) 39%, João Alberto 28%, Zé Reinaldo (PSB) 16%, Edson Vidigal (PSDB) 10%, Roberto Rocha (PSDB) 7%, Noleto (PSTU) 2%, Professora Socorro (Psol) 2%, Charles Vieira (PCB) 1%, Paulo Rios (Psol) 1%, Professor Adonilson (PC do B) 1%."
2010-MT-031,2010,MT,Gazeta Dados,25-26/09,149.0,4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Gazeta Dados 25-26/09 - Blairo Maggi (PR) 64%, Carlos Abicalil (PT) 29%, Antero Paes de Barros (PSDB) 28%, Pedro Taques (PDT) 28%."
2010-MT-032,2010,MT,Ibope,21-23/09,162.0,7,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 21-23/09 - - Blairo Maggi (PR) 67%, Carlos Abicalil (PT) 36%, Antero Paes de Barros (PSDB) 24%, Pedro Taques (PDT) 21%, Procurador Mauro (Psol) 7%, Jorge Yanai (DEM) 6%, Naildo (PV) 1%."
2010-MT-033,2010,MT,Ibope,31/08,152.0,7,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 31/08-02/09 - Blairo Maggi (PR) 71%, Carlos Abicalil (PT) 32%, Antero Paes de Barros (PSDB) 27%, Pedro Taques (PDT) 15%, Procurador Mauro (Psol) 4%, Jorge Yanai (DEM) 2%, Naildo (PV) 1%."
2010-MS-034,2010,MS,Ibope,21-23/09,162.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 21-23/09 - Delcídio do Amaral (PT) 63%, Dagoberto Nogueira (PDT) 37%, Valdemir Moka (PMDB) 32%, Murilo Zaiuth (DEM) 29%, Jorge Batista (Psol) 1%."
2010-MS-035,2010,MS,Ibrape,17-19/09,167.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibrape 17-19/09 - Delcídio do Amaral (PT) 64%, Dagoberto Nogueira (PDT) 38%, Valdemir Moka (PMDB) 38%, Murilo Zaiuth (DEM) 25%, Jorge Batista (Psol) 2%."
2010-MS-036,2010,MS,Ibope,31/08,148.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 31/08-02/09 - Delcídio do Amaral (PT) 64%, Dagoberto Nogueira (PDT) 35%, Valdemir Moka (PMDB) 30%, Murilo Zaiuth (DEM) 18%, Jorge Batista (Psol) 1%."
2010-MG-037,2010,MG,Datafolha,28-29/09,157.0,11,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Datafolha 28-29/09 - Aécio Neves (PSDB) 67%, Itamar Franco (PPS) 43%, Fernando Pimentel (PT) 34%, Zito Vieira (PCdoB) 4%, Marilda Ribeiro (Psol) 2%, Miguel Martini (PHS) 2%, Rafael Pimenta (PCB) 1%, José João da Silva (PSTU) 1%, Betão (PCO) 1%, Efraim Moura (PSTU) 1%, Mineirinho (Psol) 1%."
2010-MG-038,2010,MG,Ibope,23-25/09,147.0,5,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 23-25/09 - Aécio Neves (PSDB) 69%, Itamar Franco (PPS) 44%, Fernando Pimentel (PT) 29%, Zito Vieira (PCdoB) 3%, Miguel Martini (PHS) 2%."
2010-MG-039,2010,MG,Ibope,18-20/09,143.0,4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 18-20/09 - Aécio Neves (PSDB) 67%, Itamar Franco (PPS) 44%, Fernando Pimentel (PT) 30%, Zito Vieira (PCdoB) 2%."
2010-PA-040,2010,PA,Ibope,14-16/09,129.0,10,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 14-16/09 - Jader Barbalho (PMDB) 42%, Flexa Ribeiro (PSDB) 33%, Paulo Rocha (PT) 29%, Marinor Brito (Psol) 8%, Paulo Braga (PSTU) 7%, Abel Ribeiro (PSTU) 3%, Professora Neide (PSB) 2%, João Augusto (Psol) 2%, Yamada (PTB) 2%, Savanas (PV) 1%."
2010-PA-041,2010,PA,Veritate,09-14/09,81.4,4,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Veritate 09-14/09 - Jader Barbalho (PMDB) 33,5%, Paulo Rocha (PT) 22,4%, Flexa Ribeiro (PSDB) 21,3%, Marinor Brito (Psol) 4,2%."
2010-PA-042,2010,PA,Ibope,24-26/09,127.0,10,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 24-26/09 - Jader Barbalho (PMDB) 50%, Paulo Rocha (PT) 28%, Flexa Ribeiro (PSDB) 23%, Marinor Brito (Psol) 7%, Paulo Braga (PSTU) 5%, João Augusto (Psol) 4%, Professora Neide (PSB) 3%, Abel Ribeiro (PSTU) 3%, Yamada (PTB) 3%, Savanas (PV) 1%."
2010-PB-043,2010,PB,Ibope,14-16/09,141.0,7,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 14-16/09 - Cássio Cunha Lima (PSDB) 49%, Vitalzinho (PMDB) 33%, Efraim Morais (DEM) 29%, Wilson Santiago (PMDB) 24%, Vital Farias (PCB) 4%, Edgard Malagodi (Psol) 1%, Marcos Dias (Psol) 1%."
2010-PB-044,2010,PB,Ibope,24-26/08,126.0,8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 24-26/08 - Cássio Cunha Lima (PSDB) 46%, Vitalzinho (PMDB) 29%, Efraim Morais (DEM) 25%, Wilson Santiago (PMDB) 19%, Vital Farias (PCB) 3%, Maria das Dores (PCO) 2%, Edgard Malagodi (Psol) 1%, Marcos Dias (Psol) 1%."
2010-PB-045,2010,PB,Índice,14-15/08,67.9,7,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Índice 14-15/08 - Cássio Cunha Lima (PSDB) 31,6%, Vitalzinho (PMDB)17,8%, Efraim Morais (DEM) 17,2%, Wilson Santiago (PMDB) 13%, Vital Farias (PCB) 3,1%, Marcos Dias (Psol) 1,3%, Edgard Malagodi (Psol) 1,1%, Maria das Dores (PCO) 0,6%."
2010-PR-046,2010,PR,Datafolha,13-14/09,135.0,9,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Datafolha 13-14/09 - Roberto Requião (PMDB) 44%, Gleisi Hoffman (PT) 44%, Gustavo Fruet (PSDB) 21%, Ricardo Barros (PP) 18%, Rubens Hering (PV) 3%, Gilberto (PSB) 2%, Piva (Psol) 1%, Valmor (Psol) 1%, Sargento QE Pedroso (PRTB) 1%."
2010-PR-047,2010,PR,Datafolha,08-09/09,137.0,11,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Datafolha 08-09/09 - Roberto Requião (PMDB) 47%, Gleisi Hoffman (PT) 41%, Gustavo Fruet (PSDB) 22%, Ricardo Barros (PP) 16%, Sargento Jensen (PRTB) 2%, Gilberto (PSB) 2%, Rubens Hering (PV) 2%, Piva (Psol) 2%, Valmor (Psol) 1%, Irineu Fritz (PT do B) 1%, Sargento QE Pedroso (PRTB) 1%."
2010-PR-048,2010,PR,Ibope,06-08/09,139.0,8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 06-08/09 - Roberto Requião (PMDB) 50%, Gleisi Hoffman (PT) 47%, Gustavo Fruet (PSDB) 21%, Ricardo Barros (PP) 15%, Gilberto (PSB) 2%, Rubens Hering (PV) 2%, Piva (Psol) 1%, Valmor (Psol) 1%."
2010-PE-049,2010,PE,Datafolha,28-29/09,139.0,9,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Datafolha 28-29/09 - Humberto Costa (PT) 50%, Armando Monteiro Neto (PTB) 42%, Marco Maciel (DEM) tem 31%, Raul Jungmann (PPS) 11%, Renê Patriota (PV) 1%, Hélio Cabral (PSTU) 1%, Simone Fontana (PSTU) 1%, Lairson Lucena (PRTB) 1%, Danúbio Aguiar (PCB) 1%."
2010-PE-050,2010,PE,Ibope,21-23/09,148.0,7,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 21-23/09 - Humberto Costa (PT) 59%, Armando Monteiro Neto (PTB) 43%, Marco Maciel (DEM) tem 33%, Raul Jungmann (PPS) 10%, Renê Patriota (PV) 1%, Simone Fontana (PSTU) 1%, Hélio Cabral (PSTU) 1%."
2010-PE-051,2010,PE,Datafolha,13-14/09,131.0,9,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Datafolha 13-14/09 - Humberto Costa (PT) 47%, Marco Maciel (DEM) tem 34%, Armando Monteiro Neto (PTB) 32%, Raul Jungmann (PPS) 11%, Hélio Cabral (PSTU) 2%, Renê Patriota (PV) 2%, Danúbio Aguiar (PCB) 1%, Simone Fontana (PSTU) 1%, Jerônimo Ribeiro (Psol) 1%."
2010-PI-052,2010,PI,Jales,20-25/09,134.5,11,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Jales 20-25/09 - Wellington Dias (PT) 61,7%, Ciro Nogueira Filho (PP)29,7%, Mão Santa (PSC) 27,9%, Heráclito Fortes (DEM) 25,3%, Antonio José Medeiros (PT) 14,8%, Sargento R. Silva (PP) 1,3%, Toim Dufrango (PSL) 1,2%, Pastor Moisés Pinto (PMN) 1,1%, Antonio Florentino (PV) 0,8%, Gervásio Santos (PSTU) 0,2%, Marineide Albuquerque (Psol) 0,1%, Zilton Duarte (Psol) 0,1%."
2010-PI-053,2010,PI,Ibope,21-23/09,152.0,8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado,"Ibope 21-23/09 - Wellington Dias (PT) 59%, Mão Santa (PSC) 30%, Ciro Nogueira Filho (PP) 27%, Heráclito Fortes (DEM) 20%, Antonio José Medeiros (PT) 13%, Toim Dufrango (PSL) 1%, Antonio Florentino (PV) 1%, Pastor Moisés Pinto (PMN) 1%."
