id_rodada,ano,uf,instituto,periodo_campo,candidato_rotulo,percentual,formato_inferido,formato_confirmado,fonte_primaria_confirmada,publicado_em,url
2010-CE-016,2010,CE,Ibope,27-29/09,Alexandre Pereira (PPS),3.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-016,2010,CE,Ibope,27-29/09,Marilene Torres (Psol),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-016,2010,CE,Ibope,27-29/09,Tarcísio Leitão (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-016,2010,CE,Ibope,27-29/09,Raquel Dias (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-016,2010,CE,Ibope,27-29/09,Reginaldo Araújo (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-016,2010,CE,Ibope,27-29/09,"Paulo Eduardo Teixeira, o Pólo (PV)",1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Tasso Jereissati (PSDB),48.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Eunício de Oliveira (PMDB),34.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,José Pimentel (PT),31.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Tarcísio Leitão (PCB),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Alexandre Pereira (PPS),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Raquel Dias (PSTU),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Marilene Torres (Psol),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Reginaldo Araújo (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,Benedito Oliveira (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-017,2010,CE,Datafolha,9-10/09,"Paulo Eduardo Teixeira, o Pólo (PV)",1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,01/09 - Tasso Jereissati (PSDB),63.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Eunício de Oliveira (PMDB),35.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,José Pimentel (PT),31.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Tarcísio Leitão (PCB),3.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Alexandre Pereira (PPS),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Marilene Torres (Psol),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Raquel Dias (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Benedito Oliveira (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-CE-018,2010,CE,Ibope,30/08,Reginaldo Araújo (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Cristovam Buarque (PDT),48.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Rodrigo Rollemberg (PSB),38.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Alberto Fraga (DEM),24.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Maria Abadia (PSDB),23.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Pastor (Milton Tadashi (PTN),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Chico Sant'anna (Psol),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Rosana Chaib (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Gerônimo (PSL),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Moacir Bueno (PV),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Jorge Antunes (Psol),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-019,2010,DF,Datafolha,28-29/09,Cadu Valadares (PV),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Cristovam Buarque (PDT),50.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Rodrigo Rollemberg (PSB),41.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Maria Abadia (PSDB),24.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Alberto Fraga (DEM),20.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Cadu Valadares (PV),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Chico Sant'anna (Psol),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Jorge Antunes (Psol),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Pastor Milton Tadashi (PTN),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Moacir Bueno (PV),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-020,2010,DF,Ibope,21-23/09,Robson (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Cristovam Buarque (PDT),45.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Rodrigo Rollemberg (PSB),36.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Maria Abadia (PSDB),22.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Alberto Fraga (DEM),18.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Chico Sant'anna (Psol),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Pastor Milton Tadashi (PTN),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-DF-021,2010,DF,Datafolha,21-22/09,Rosana Chaib (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-022,2010,ES,Flexconsult,26-28/09,Magno Malta (PR),68.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-022,2010,ES,Flexconsult,26-28/09,Ricardo Ferraço (PMDB),58.1,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-022,2010,ES,Flexconsult,26-28/09,Rita Camata (PSDB),25.7,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-022,2010,ES,Flexconsult,26-28/09,Professor Renato (Psol),8.8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-022,2010,ES,Flexconsult,26-28/09,José Carlos Gratz (PSL),4.4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-023,2010,ES,Visão,20-22/09,Magno Malta (PR),66.4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-023,2010,ES,Visão,20-22/09,Ricardo Ferraço (PMDB),59.3,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-023,2010,ES,Visão,20-22/09,Rita Camata (PSDB),28.8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-023,2010,ES,Visão,20-22/09,Professor Renato (Psol),9.4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-023,2010,ES,Visão,20-22/09,José Carlos Gratz (PSL),5.1,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-024,2010,ES,Ibope,07-09/09,Magno Malta (PR),59.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-024,2010,ES,Ibope,07-09/09,Ricardo Ferraço (PMDB),52.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-024,2010,ES,Ibope,07-09/09,Rita Camata (PSDB),24.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-024,2010,ES,Ibope,07-09/09,José Carlos Gratz (PSL),5.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-ES-024,2010,ES,Ibope,07-09/09,Professor Renato (Psol),5.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Demóstenes Torres (DEM),32.5,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Lúcia Vânia (PSDB),22.99,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Pedro Wilson (PT),9.7,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Adib Elias (PMDB),4.4,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Paulo Roberto Cunha (PP),3.6,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Elias Vaz (Psol),1.0,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Rubens Donizzeti (PSTU),0.6,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-025,2010,GO,Serpes,25-27/09,Bernardo Bispo (PCB),0.5,nao_identificado,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Demóstenes Torres (DEM),52.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Lúcia Vânia (PSDB),39.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Pedro Wilson (PT),18.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Adib Elias (PMDB),11.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Renner (PP),7.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Paulo Roberto Cunha (PP),6.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Elias Vaz (Psol),3.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Rubens Donizzeti (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-026,2010,GO,Ibope,21-23/09,Bernardo Bispo (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Demóstenes Torres (DEM),49.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Lúcia Vânia (PSDB),39.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Pedro Wilson (PT),15.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Paulo Roberto Cunha (PP),7.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Adib Elias (PMDB),7.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Renner (PP),6.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Elias Vaz (Psol),3.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Rubens Donizzeti (PSTU),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-GO-027,2010,GO,Ibope,07-09/09,Bernardo Bispo (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Edison Lobão (PMDB),54.8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,João Alberto,39.3,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Zé Reinaldo (PSB),25.1,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Edson Vidigal (PSDB),28.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Roberto Rocha (PSDB),17.9,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Professor Adonilson (PC do B),1.8,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Noleto (PSTU),1.4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Charles Vieira (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Professora Socorro (Psol),0.4,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Claudicea Durans (PSTU),0.3,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-028,2010,MA,Escutec,18-21/09,Paulo Rios (Psol),0.3,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Edison Lobão (PMDB),42.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,João Alberto,33.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Zé Reinaldo (PSB),16.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Edson Vidigal (PSDB),11.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Roberto Rocha (PSDB),10.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Noleto (PSTU),2.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Charles Vieira (PCB),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Claudicea Durans (PSTU),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Paulo Rios (Psol),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
2010-MA-029,2010,MA,Ibope,14-16/09,Professor Adonilson (PC do B),1.0,duas_mencoes_agregadas,False,False,2010-10-02T07:00:00-03:00,https://www.congressoemfoco.com.br/noticia/82698/a-disputa-para-o-senado-estado-por-estado
